"Category","SubCategory","EndPointUri","Method","Function","Status","Notes","ParameterIn","ParameterName","ParameterReq","ParameterType","ParameterFormat","ParameterEnum","ParameterEnumCount","ParameterDefault","ParameterNullable","ParameterMinimum","ParameterMaximum","ParameterDescription","ParameterItems","ApiTitle","ApiVersion","SchemaVersion","Tag","EndpointFullPath","EndpointCount","MethodCount","ParameterCount","Description"
"Accounts","Get Accounts","/accounts","GET",,,,"query","createdAt","False","string",,,"0",,,,,"Timestamp of Account creation. Example: ""2018-02-27T04:49:26.257525Z"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","cursor","False","string",,,"0",,"True",,,"Cursor position returned by the last request. Use to iterate over more than 1000 items. Example: ""YWdlbnRfaWQ6NTgwMjkzODE="".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","query","False","string",,,"0",,,,,"Full text search for fields: name. (Note: on single-Account Consoles, the Account name will not be matched)",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","isDefault","False","boolean",,,"0",,,,,"Is default",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","countOnly","False","boolean",,,"0","False",,,,"If true, only total number of items will be returned, without any of the actual objects.",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","expiration","False","string",,,"0",,,,,"Expiration. Example: ""2018-02-27T04:49:26.257525Z"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","usageType","False","string",,"customer,mssp","2",,,,,"Usage type. Example: ""customer"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","totalLicenses","False","integer",,,"0",,,,,"Total licenses",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","features","False","string",,,"0",,,,,"Filter the list of Accounts for those that support this feature. Example: ""firewall-control"".","@{type=string; enum=System.Object[]}","S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","skip","False","integer",,,"0",,"True","0","1000","Skip first number of items (0-1000). To iterate over more than 1000 items,  use ""cursor"". Example: ""150"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","billingMode","False","string",,"subscription,consumption","2",,,,,"Billing mode. Example: ""subscription"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Get Accounts","/accounts","GET",,,,"query","limit","False","integer",,,"0","10",,"1","1000","Limit number of returned items (1-1000). Example: ""10"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Get the Accounts, and their data, that match the filter. This command gives the Account IDs, which other commands require. <br>Accounts are created by a Global User or by SentinelOne. Each Account contains Sites, which can inherit assets and settings. Each Account has one or more SKUs, that you assign to the Sites. To have both Core and Complete Sites in an Account, the Account must have both SKUs."
"Accounts","Create Account","/accounts","POST",,,,"body","body",,,,,"0",,,,,,,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts","451",,"4520","Create a new Account. This command requires Global permissions and an MSSP deployment. Consult with your SE before you run this command. An Account is a logical segment with permissions to configure features for specific Sites. Multiple Accounts can be useful for deployments with multiple Sites for third-parties (such as MSSP). Each Account has one or more SKUs, that you assign to Sites. If an Account has the Complete SKU, and you create a new Site in the Account, it will automatically have the Complete SKU. Best practice: Run ""name-available"" first, to make sure the name is unique in your deployment."
"Accounts","Get Account by ID","/accounts/{account_id}","GET",,,,"path","account_id","True","string",,,"0",,,"100000000000000000",,"Account ID. You can get the ID from the Get accounts command. Example: ""225494730938493804"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}","451",,"4520","Get Account data from a given Account ID. To get an Account ID, run ""accounts""."
"Accounts","Update Account","/accounts/{account_id}","PUT",,,,"path","account_id","True","string",,,"0",,,"100000000000000000",,"Account ID. You can get the ID from the Get accounts command. Example: ""225494730938493804"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}","451",,"4520","Change the data of an Account. This command requires a Global user or an Account user and Admin role. Use this command to change the name, ID, SKUs and how they are distributed among Sites and Agents, and more. (See the Body sample.) Best practice:  Consult with your SentinelOne SE. "
"Accounts","Update Account","/accounts/{account_id}","PUT",,,,"body","body",,,,,"0",,,,,,,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}","451",,"4520","Change the data of an Account. This command requires a Global user or an Account user and Admin role. Use this command to change the name, ID, SKUs and how they are distributed among Sites and Agents, and more. (See the Body sample.) Best practice:  Consult with your SentinelOne SE. "
"Accounts","Revert Policy","/accounts/{account_id}/revert-policy","PUT",,,,"path","account_id","True","string",,,"0",,,"100000000000000000",,"Account ID. You can get the ID from the Get accounts command. Example: ""225494730938493804"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}/revert-policy","451",,"4520","The policy of the Account is based on the default Global policy and is enforced by all endpoints in the Sites and Groups of the Account (if you did not change the Site or Group policies). If you change the Account policy, you can use this command to revert it to the default Global policy."
"Accounts","Revert Policy","/accounts/{account_id}/revert-policy","PUT",,,,"body","body",,,,,"0",,,,,,,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}/revert-policy","451",,"4520","The policy of the Account is based on the default Global policy and is enforced by all endpoints in the Sites and Groups of the Account (if you did not change the Site or Group policies). If you change the Account policy, you can use this command to revert it to the default Global policy."
"Accounts","Reactivate Account","/accounts/{account_id}/reactivate","PUT",,,,"path","account_id","True","string",,,"0",,,"100000000000000000",,"Account ID. You can get the ID from the Get accounts command. Example: ""225494730938493804"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}/reactivate","451",,"4520","Reactivate an expired Account. This command requires a Global user or Support. Consult with your SentinelOne SE."
"Accounts","Reactivate Account","/accounts/{account_id}/reactivate","PUT",,,,"body","body",,,,,"0",,,,,,,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}/reactivate","451",,"4520","Reactivate an expired Account. This command requires a Global user or Support. Consult with your SentinelOne SE."
"Accounts","Expire an Account","/accounts/{account_id}/expire-now","POST",,,,"path","account_id","True","string",,,"0",,,"100000000000000000",,"Account ID. You can get the ID from the Get accounts command. Example: ""225494730938493804"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}/expire-now","451",,"4520","Expire an Account immediately. The user must have Global access or Account acces with permissions for the Account. Best practice: Consult with Support before you use this command."
"Accounts","Get Uninstall Password Metadata","/accounts/{account_id}/uninstall-password/metadata","GET",,,,"path","account_id","True","string",,,"0",,,"100000000000000000",,"Account ID. You can get the ID from the Get accounts command. Example: ""225494730938493804"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}/uninstall-password/metadata","451",,"4520","Get the uninstall password metadata, such as which user created and revoked it and when."
"Accounts","Get Uninstall Password","/accounts/{account_id}/uninstall-password/view","GET",,,,"path","account_id","True","string",,,"0",,,"100000000000000000",,"Account ID. You can get the ID from the Get accounts command. Example: ""225494730938493804"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}/uninstall-password/view","451",,"4520","Get the uninstall password to uninstall several Agents of one Account with one command."
"Accounts","Generate/Regenerate Uninstall Password","/accounts/{account_id}/uninstall-password/generate","POST",,,,"path","account_id","True","string",,,"0",,,"100000000000000000",,"Account ID. You can get the ID from the Get accounts command. Example: ""225494730938493804"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}/uninstall-password/generate","451",,"4520","You can uninstall all Agents of one Account with one command that requires a password. This command sets a new account-level uninstall password.<br>To enable this feature, submit a ticket with Support.<br>Best Practice: After you uninstall the Agents and install again, revoke the passphrase.<br>Applicable on Windows (versions 4.4+) and Linux (versions 21.7+) Agents."
"Accounts","Generate/Regenerate Uninstall Password","/accounts/{account_id}/uninstall-password/generate","POST",,,,"body","body",,,,,"0",,,,,,,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}/uninstall-password/generate","451",,"4520","You can uninstall all Agents of one Account with one command that requires a password. This command sets a new account-level uninstall password.<br>To enable this feature, submit a ticket with Support.<br>Best Practice: After you uninstall the Agents and install again, revoke the passphrase.<br>Applicable on Windows (versions 4.4+) and Linux (versions 21.7+) Agents."
"Accounts","Revoke Uninstall Password","/accounts/{account_id}/uninstall-password/revoke","POST",,,,"path","account_id","True","string",,,"0",,,"100000000000000000",,"Account ID. You can get the ID from the Get accounts command. Example: ""225494730938493804"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/accounts/{account_id}/uninstall-password/revoke","451",,"4520","Delete the account-level uninstall password. If you do not delete it, you or another Console user can mistakenly use the Account passphrase (and uninstall all Agents) when you mean to uninstall one Agent."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","states","False","string",,,"0",,,,,"Filter by state, such as active or expired.","@{type=string}","S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","ids","False","string",,,"0",,,"100000000000000000",,"A list of Account IDs. Example: ""225494730938493804,225494730938493915"".","@{type=string; minimum=100000000000000000}","S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","updatedAt","False","string",,,"0",,,,,"Timestamp of last update. Example: ""2018-02-27T04:49:26.257525Z"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","usageType","False","string",,"customer,mssp","2",,,,,"Usage type. Example: ""customer"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","query","False","string",,,"0",,,,,"Full text search for fields: name. (Note: on single-Account Consoles, the Account name will not be matched)",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","name","False","string",,,"0",,,,,"Name. Example: ""My Account"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","totalLicenses","False","integer",,,"0",,,,,"Total licenses",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","activeLicenses","False","integer",,,"0",,,,,"Active licenses",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","features","False","string",,,"0",,,,,"Filter the list of Accounts for those that support this feature. Example: ""firewall-control"".","@{type=string; enum=System.Object[]}","S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","accountIds","False","string",,,"0",,,"100000000000000000",,"List of Account IDs to search for. Example: ""225494730938493804,225494730938493915"".","@{type=string; minimum=100000000000000000}","S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","billingMode","False","string",,"subscription,consumption","2",,,,,"Billing mode. Example: ""subscription"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","accountType","False","string",,"Trial,Paid","2",,,,,"Account type. Example: ""Trial"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","isDefault","False","boolean",,,"0",,,,,"Is default",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","createdAt","False","string",,,"0",,,,,"Timestamp of Account creation. Example: ""2018-02-27T04:49:26.257525Z"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Accounts","Export Accounts","/export/accounts","GET",,,,"query","expiration","False","string",,,"0",,,,,"Expiration. Example: ""2018-02-27T04:49:26.257525Z"".",,"S1 MGMT API","2.1","2.0","Accounts","/web/api/v2.1/export/accounts","451",,"4520","Export Accounts data to a CSV, for Accounts that match the filter."
"Activities","Get Activities","/activities","GET",,,,"query","userIds","False","string",,,"0",,,"100000000000000000",,"The user who invoked the activity (If applicable). Example: ""225494730938493804,225494730938493915"".","@{type=string; minimum=100000000000000000}","S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","createdAt__between","False","string",,,"0",,,,,"Get activities created in this range (inclusive) of a start timestamp and an end timestamp. Example: ""1514978764288-1514978999999"".",,"S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","activityTypes","False","string",,,"0",,,,,"Return only these activity codes (comma-separated list).
Select a code from the drop-down, or see the id field from the Get activity types command. . Example: ""52,53,71,72"".","@{type=string; enum=System.Object[]}","S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","accountIds","False","string",,,"0",,,"100000000000000000",,"List of Account IDs to filter by. Example: ""225494730938493804,225494730938493915"".","@{type=string; minimum=100000000000000000}","S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","groupIds","False","string",,,"0",,,"100000000000000000",,"List of Group IDs to filter by. Example: ""225494730938493804,225494730938493915"".","@{type=string; minimum=100000000000000000}","S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","sortBy","False","string",,"id,activityType,createdAt","3",,"True",,,"The column to sort the results by. Example: ""id"".",,"S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","includeHidden","False","boolean",,,"0","False",,,,"Include internal activities hidden from display. Example: ""False"".",,"S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","activityUuids","False","string",,,"0",,,,,"Return activities by specific activity UUIDs. Example: ""a2c8037c-e6df-436d-b92b-bc09a418717e,f15b308b-fab9-4c0b-b6f5-17d236a7bf55"".","@{type=string; minLength=1}","S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","siteIds","False","string",,,"0",,,"100000000000000000",,"List of Site IDs to filter by. Example: ""225494730938493804,225494730938493915"".","@{type=string; minimum=100000000000000000}","S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","ids","False","string",,,"0",,,"100000000000000000",,"Filter activities by specific activity IDs. Example: ""225494730938493804,225494730938493915"".","@{type=string; minimum=100000000000000000}","S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","createdAt__gte","False","string",,,"0",,,,,"Get activities created after or at this timestamp. Example: ""2018-02-27T04:49:26.257525Z"".",,"S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","sortOrder","False","string",,"asc,desc","2",,"True",,,"Sort direction. Example: ""asc"".",,"S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","threatIds","False","string",,,"0",,,"100000000000000000",,"Return activities related to specified threats. Example: ""225494730938493804,225494730938493915"".","@{type=string; minimum=100000000000000000}","S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","skipCount","False","boolean",,,"0",,"True",,,"If true, total number of items will not be calculated, which speeds up execution time.",,"S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
"Activities","Get Activities","/activities","GET",,,,"query","cursor","False","string",,,"0",,"True",,,"Cursor position returned by the last request. Use to iterate over more than 1000 items. Example: ""YWdlbnRfaWQ6NTgwMjkzODE="".",,"S1 MGMT API","2.1","2.0","Activities","/web/api/v2.1/activities","451",,"4520","Get the activities, and their data, that match the filters.
 We recommend that you set some values for the filters. The full list will be too large to be useful."
